Year,week,value,condition,Type
2022,2022-08-21,70,GOOD,Actual
2022,2022-08-28,56,GOOD,5-Year Avg
2022,2022-08-28,61,GOOD,Actual
2022,2022-09-04,56,GOOD,5-Year Avg
2022,2022-09-04,52,GOOD,Actual
2022,2022-09-11,55,GOOD,5-Year Avg
2022,2022-09-11,49,GOOD,Actual
2022,2022-09-18,51,GOOD,5-Year Avg
2022,2022-09-18,52,GOOD,Actual
2022,2022-09-25,53,GOOD,5-Year Avg
2022,2022-09-25,52,GOOD,Actual
2022,2022-10-02,57,GOOD,5-Year Avg
2022,2022-10-02,56,GOOD,Actual
2022,2022-10-09,54,GOOD,5-Year Avg
2022,2022-10-09,59,GOOD,Actual
2022,2022-10-16,50,GOOD,5-Year Avg
2022,2022-10-16,52,GOOD,Actual
2022,2022-10-23,50,GOOD,5-Year Avg
2022,2022-10-23,48,GOOD,Actual
2022,2022-10-30,50,GOOD,Actual
2022,2022-06-05,2,POOR,Actual
2022,2022-06-12,3,POOR,5-Year Avg
2022,2022-06-12,2,POOR,Actual
2022,2022-06-19,4,POOR,5-Year Avg
2022,2022-06-19,1,POOR,Actual
2022,2022-06-26,4,POOR,5-Year Avg
2022,2022-06-26,0,POOR,Actual
2022,2022-07-03,4,POOR,5-Year Avg
2022,2022-07-03,2,POOR,Actual
2022,2022-07-10,6,POOR,5-Year Avg
2022,2022-07-10,7,POOR,Actual
2022,2022-07-17,10,POOR,5-Year Avg
2022,2022-07-17,5,POOR,Actual
2022,2022-07-24,9,POOR,5-Year Avg
2022,2022-07-24,3,POOR,Actual
2022,2022-07-31,8,POOR,5-Year Avg
2022,2022-07-31,6,POOR,Actual
2022,2022-08-07,7,POOR,5-Year Avg
2022,2022-08-07,4,POOR,Actual
2022,2022-08-14,6,POOR,5-Year Avg
2022,2022-08-14,2,POOR,Actual
2022,2022-08-21,7,POOR,5-Year Avg
2022,2022-08-21,3,POOR,Actual
2022,2022-08-28,6,POOR,5-Year Avg
2022,2022-08-28,5,POOR,Actual
2022,2022-09-04,6,POOR,5-Year Avg
2022,2022-09-04,8,POOR,Actual
2022,2022-09-11,7,POOR,5-Year Avg
2022,2022-09-11,12,POOR,Actual
2022,2022-09-18,9,POOR,5-Year Avg
2022,2022-09-18,10,POOR,Actual
2022,2022-09-25,9,POOR,5-Year Avg
2022,2022-09-25,11,POOR,Actual
2022,2022-10-02,8,POOR,5-Year Avg
2022,2022-10-02,3,POOR,Actual
2022,2022-10-09,9,POOR,5-Year Avg
2022,2022-10-09,4,POOR,Actual
2022,2022-10-16,11,POOR,5-Year Avg
2022,2022-10-16,7,POOR,Actual
2022,2022-10-23,10,POOR,5-Year Avg
2022,2022-10-23,10,POOR,Actual
2022,2022-10-30,9,POOR,Actual
2022,2022-06-05,1,VERY POOR,Actual
2022,2022-06-12,0,VERY POOR,5-Year Avg
2022,2022-06-12,1,VERY POOR,Actual
2022,2022-06-19,1,VERY POOR,5-Year Avg
2022,2022-06-19,0,VERY POOR,Actual
2022,2022-06-26,1,VERY POOR,5-Year Avg
2022,2022-06-26,0,VERY POOR,Actual
2022,2022-07-03,1,VERY POOR,5-Year Avg
2022,2022-07-03,0,VERY POOR,Actual
2022,2022-07-10,1,VERY POOR,5-Year Avg
2022,2022-07-10,2,VERY POOR,Actual
2022,2022-07-17,2,VERY POOR,5-Year Avg
2022,2022-07-17,1,VERY POOR,Actual
2022,2022-07-24,1,VERY POOR,5-Year Avg
2022,2022-07-24,1,VERY POOR,Actual
2022,2022-07-31,2,VERY POOR,5-Year Avg
2022,2022-07-31,2,VERY POOR,Actual
2022,2022-08-07,2,VERY POOR,5-Year Avg
2022,2022-08-07,1,VERY POOR,Actual
2022,2022-08-14,2,VERY POOR,5-Year Avg
2022,2022-08-14,0,VERY POOR,Actual
2022,2022-08-21,3,VERY POOR,5-Year Avg
2022,2022-08-21,1,VERY POOR,Actual
2022,2022-08-28,1,VERY POOR,5-Year Avg
2022,2022-08-28,2,VERY POOR,Actual
2022,2022-09-04,1,VERY POOR,5-Year Avg
2022,2022-09-04,4,VERY POOR,Actual
2022,2022-09-11,1,VERY POOR,5-Year Avg
2022,2022-09-11,2,VERY POOR,Actual
2022,2022-09-18,1,VERY POOR,5-Year Avg
2022,2022-09-18,1,VERY POOR,Actual
2022,2022-09-25,2,VERY POOR,5-Year Avg
2022,2022-09-25,1,VERY POOR,Actual
2022,2022-10-02,1,VERY POOR,5-Year Avg
2022,2022-10-02,0,VERY POOR,Actual
2022,2022-10-09,2,VERY POOR,5-Year Avg
2022,2022-10-09,1,VERY POOR,Actual
2022,2022-10-16,3,VERY POOR,5-Year Avg
2022,2022-10-16,2,VERY POOR,Actual
2022,2022-10-23,2,VERY POOR,5-Year Avg
2022,2022-10-23,3,VERY POOR,Actual
2022,2022-10-30,3,VERY POOR,Actual
2023,2023-06-04,2,EXCELLENT,Actual
2023,2023-06-11,5,EXCELLENT,5-Year Avg
2023,2023-06-11,0,EXCELLENT,Actual
2023,2023-06-18,5,EXCELLENT,5-Year Avg
2023,2023-06-18,1,EXCELLENT,Actual
2023,2023-06-25,3,EXCELLENT,5-Year Avg
2023,2023-06-25,1,EXCELLENT,Actual
2023,2023-07-02,4,EXCELLENT,5-Year Avg
2023,2023-07-02,4,EXCELLENT,Actual
2023,2023-07-09,6,EXCELLENT,5-Year Avg
2023,2023-07-09,4,EXCELLENT,Actual
2023,2023-07-16,8,EXCELLENT,5-Year Avg
2023,2023-07-16,5,EXCELLENT,Actual
2023,2023-07-23,7,EXCELLENT,5-Year Avg
2023,2023-07-23,7,EXCELLENT,Actual
2023,2023-07-30,7,EXCELLENT,5-Year Avg
2023,2023-07-30,4,EXCELLENT,Actual
2023,2023-08-06,10,EXCELLENT,5-Year Avg
2023,2023-08-06,7,EXCELLENT,Actual
2023,2023-08-13,7,EXCELLENT,5-Year Avg
2023,2023-08-13,6,EXCELLENT,Actual
2023,2023-08-20,10,EXCELLENT,5-Year Avg
2023,2023-08-20,5,EXCELLENT,Actual
2023,2023-08-27,9,EXCELLENT,5-Year Avg
2023,2023-08-27,3,EXCELLENT,Actual
2023,2023-09-03,9,EXCELLENT,5-Year Avg
2023,2023-09-03,4,EXCELLENT,Actual
2023,2023-09-10,8,EXCELLENT,5-Year Avg
2023,2023-09-10,8,EXCELLENT,Actual
2023,2023-09-17,7,EXCELLENT,5-Year Avg
2023,2023-09-17,6,EXCELLENT,Actual
2023,2023-09-24,7,EXCELLENT,5-Year Avg
2023,2023-09-24,5,EXCELLENT,Actual
2023,2023-10-01,5,EXCELLENT,5-Year Avg
2023,2023-10-01,5,EXCELLENT,Actual
2023,2023-10-08,5,EXCELLENT,5-Year Avg
2023,2023-10-08,5,EXCELLENT,Actual
2023,2023-10-15,6,EXCELLENT,5-Year Avg
2023,2023-10-15,4,EXCELLENT,Actual
2023,2023-10-22,7,EXCELLENT,5-Year Avg
2023,2023-10-22,5,EXCELLENT,Actual
2023,2023-10-29,6,EXCELLENT,Actual
2023,2023-11-05,-1,EXCELLENT,5-Year Avg
2023,2023-11-05,7,EXCELLENT,Actual
2023,2023-06-04,23,FAIR,Actual
2023,2023-06-11,24,FAIR,5-Year Avg
2023,2023-06-11,26,FAIR,Actual
2023,2023-06-18,22,FAIR,5-Year Avg
2023,2023-06-18,32,FAIR,Actual
2023,2023-06-25,22,FAIR,5-Year Avg
2023,2023-06-25,41,FAIR,Actual
2023,2023-07-02,22,FAIR,5-Year Avg
2023,2023-07-02,32,FAIR,Actual
2023,2023-07-09,28,FAIR,5-Year Avg
2023,2023-07-09,26,FAIR,Actual
2023,2023-07-16,31,FAIR,5-Year Avg
2023,2023-07-16,30,FAIR,Actual
2023,2023-07-23,29,FAIR,5-Year Avg
2023,2023-07-23,28,FAIR,Actual
2023,2023-07-30,27,FAIR,5-Year Avg
2023,2023-07-30,20,FAIR,Actual
2023,2023-08-06,24,FAIR,5-Year Avg
2023,2023-08-06,23,FAIR,Actual
2023,2023-08-13,23,FAIR,5-Year Avg
2023,2023-08-13,24,FAIR,Actual
2023,2023-08-20,25,FAIR,5-Year Avg
2023,2023-08-20,21,FAIR,Actual
2023,2023-08-27,26,FAIR,5-Year Avg
2023,2023-08-27,27,FAIR,Actual
2023,2023-09-03,27,FAIR,5-Year Avg
2023,2023-09-03,25,FAIR,Actual
2023,2023-09-10,28,FAIR,5-Year Avg
2023,2023-09-10,26,FAIR,Actual
2023,2023-09-17,30,FAIR,5-Year Avg
2023,2023-09-17,34,FAIR,Actual
2023,2023-09-24,30,FAIR,5-Year Avg
2023,2023-09-24,33,FAIR,Actual
2023,2023-10-01,30,FAIR,5-Year Avg
2023,2023-10-01,30,FAIR,Actual
2023,2023-10-08,31,FAIR,5-Year Avg
2023,2023-10-08,35,FAIR,Actual
2023,2023-10-15,32,FAIR,5-Year Avg
2023,2023-10-15,33,FAIR,Actual
2023,2023-10-22,31,FAIR,5-Year Avg
2023,2023-10-22,30,FAIR,Actual
2023,2023-10-29,30,FAIR,Actual
2023,2023-11-05,-1,FAIR,5-Year Avg
2023,2023-11-05,36,FAIR,Actual
2023,2023-06-04,71,GOOD,Actual
2023,2023-06-11,67,GOOD,5-Year Avg
2023,2023-06-11,73,GOOD,Actual
2023,2023-06-18,69,GOOD,5-Year Avg
2023,2023-06-18,64,GOOD,Actual
2023,2023-06-25,71,GOOD,5-Year Avg
2023,2023-06-25,55,GOOD,Actual
2023,2023-07-02,69,GOOD,5-Year Avg
2023,2023-07-02,58,GOOD,Actual
2023,2023-07-09,58,GOOD,5-Year Avg
2023,2023-07-09,67,GOOD,Actual
2023,2023-07-16,50,GOOD,5-Year Avg
2023,2023-07-16,61,GOOD,Actual
2023,2023-07-23,55,GOOD,5-Year Avg
2023,2023-07-23,59,GOOD,Actual
2023,2023-07-30,57,GOOD,5-Year Avg
2023,2023-07-30,67,GOOD,Actual
2023,2023-08-06,58,GOOD,5-Year Avg
2023,2023-08-06,67,GOOD,Actual
2023,2023-08-13,62,GOOD,5-Year Avg
2023,2023-08-13,66,GOOD,Actual
2023,2023-08-20,56,GOOD,5-Year Avg
2023,2023-08-20,60,GOOD,Actual
2023,2023-08-27,58,GOOD,5-Year Avg
2023,2023-08-27,58,GOOD,Actual
2023,2023-09-03,56,GOOD,5-Year Avg
2023,2023-09-03,64,GOOD,Actual
2023,2023-09-10,55,GOOD,5-Year Avg
2023,2023-09-10,58,GOOD,Actual
2023,2023-09-17,53,GOOD,5-Year Avg
2023,2023-09-17,51,GOOD,Actual
2023,2023-09-24,51,GOOD,5-Year Avg
2023,2023-09-24,53,GOOD,Actual
2023,2023-10-01,56,GOOD,5-Year Avg
2023,2023-10-01,55,GOOD,Actual
2023,2023-10-08,52,GOOD,5-Year Avg
2023,2023-10-08,49,GOOD,Actual
2023,2023-10-15,48,GOOD,5-Year Avg
2023,2023-10-15,54,GOOD,Actual
2023,2023-10-22,48,GOOD,5-Year Avg
2023,2023-10-22,50,GOOD,Actual
2023,2023-10-29,52,GOOD,Actual
2023,2023-11-05,-1,GOOD,5-Year Avg
2023,2023-11-05,44,GOOD,Actual
2023,2023-06-04,3,POOR,Actual
2023,2023-06-11,3,POOR,5-Year Avg
2023,2023-06-11,1,POOR,Actual
2023,2023-06-18,3,POOR,5-Year Avg
2023,2023-06-18,3,POOR,Actual
2023,2023-06-25,3,POOR,5-Year Avg
2023,2023-06-25,3,POOR,Actual
2023,2023-07-02,4,POOR,5-Year Avg
2023,2023-07-02,6,POOR,Actual
2023,2023-07-09,7,POOR,5-Year Avg
2023,2023-07-09,3,POOR,Actual
2023,2023-07-16,9,POOR,5-Year Avg
2023,2023-07-16,3,POOR,Actual
2023,2023-07-23,8,POOR,5-Year Avg
2023,2023-07-23,3,POOR,Actual
2023,2023-07-30,7,POOR,5-Year Avg
2023,2023-07-30,5,POOR,Actual
2023,2023-08-06,6,POOR,5-Year Avg
2023,2023-08-06,2,POOR,Actual
2023,2023-08-13,6,POOR,5-Year Avg
2023,2023-08-13,3,POOR,Actual
2023,2023-08-20,7,POOR,5-Year Avg
2023,2023-08-20,8,POOR,Actual
2023,2023-08-27,6,POOR,5-Year Avg
2023,2023-08-27,6,POOR,Actual
2023,2023-09-03,6,POOR,5-Year Avg
2023,2023-09-03,6,POOR,Actual
2023,2023-09-10,8,POOR,5-Year Avg
2023,2023-09-10,6,POOR,Actual
2023,2023-09-17,9,POOR,5-Year Avg
2023,2023-09-17,7,POOR,Actual
2023,2023-09-24,10,POOR,5-Year Avg
2023,2023-09-24,7,POOR,Actual
2023,2023-10-01,8,POOR,5-Year Avg
2023,2023-10-01,7,POOR,Actual
2023,2023-10-08,10,POOR,5-Year Avg
2023,2023-10-08,7,POOR,Actual
2023,2023-10-15,11,POOR,5-Year Avg
2023,2023-10-15,8,POOR,Actual
2023,2023-10-22,11,POOR,5-Year Avg
2023,2023-10-22,13,POOR,Actual
2023,2023-10-29,8,POOR,Actual
2023,2023-11-05,-1,POOR,5-Year Avg
2023,2023-11-05,9,POOR,Actual
2023,2023-06-04,1,VERY POOR,Actual
2023,2023-06-11,1,VERY POOR,5-Year Avg
2023,2023-06-11,0,VERY POOR,Actual
2023,2023-06-18,1,VERY POOR,5-Year Avg
2023,2023-06-18,0,VERY POOR,Actual
2023,2023-06-25,1,VERY POOR,5-Year Avg
2023,2023-06-25,0,VERY POOR,Actual
2023,2023-07-02,1,VERY POOR,5-Year Avg
2023,2023-07-02,0,VERY POOR,Actual
2023,2023-07-09,1,VERY POOR,5-Year Avg
2023,2023-07-09,0,VERY POOR,Actual
2023,2023-07-16,2,VERY POOR,5-Year Avg
2023,2023-07-16,1,VERY POOR,Actual
2023,2023-07-23,1,VERY POOR,5-Year Avg
2023,2023-07-23,3,VERY POOR,Actual
2023,2023-07-30,2,VERY POOR,5-Year Avg
2023,2023-07-30,4,VERY POOR,Actual
2023,2023-08-06,2,VERY POOR,5-Year Avg
2023,2023-08-06,1,VERY POOR,Actual
2023,2023-08-13,2,VERY POOR,5-Year Avg
2023,2023-08-13,1,VERY POOR,Actual
2023,2023-08-20,2,VERY POOR,5-Year Avg
2023,2023-08-20,6,VERY POOR,Actual
2023,2023-08-27,1,VERY POOR,5-Year Avg
2023,2023-08-27,6,VERY POOR,Actual
2023,2023-09-03,2,VERY POOR,5-Year Avg
2023,2023-09-03,1,VERY POOR,Actual
2023,2023-09-10,1,VERY POOR,5-Year Avg
2023,2023-09-10,2,VERY POOR,Actual
2023,2023-09-17,1,VERY POOR,5-Year Avg
2023,2023-09-17,2,VERY POOR,Actual
2023,2023-09-24,2,VERY POOR,5-Year Avg
2023,2023-09-24,2,VERY POOR,Actual
2023,2023-10-01,1,VERY POOR,5-Year Avg
2023,2023-10-01,3,VERY POOR,Actual
2023,2023-10-08,2,VERY POOR,5-Year Avg
2023,2023-10-08,4,VERY POOR,Actual
2023,2023-10-15,3,VERY POOR,5-Year Avg
2023,2023-10-15,1,VERY POOR,Actual
2023,2023-10-22,3,VERY POOR,5-Year Avg
2023,2023-10-22,2,VERY POOR,Actual
2023,2023-10-29,4,VERY POOR,Actual
2023,2023-11-05,-1,VERY POOR,5-Year Avg
2023,2023-11-05,4,VERY POOR,Actual
2024,2024-06-09,4,EXCELLENT,5-Year Avg
2024,2024-06-09,5,EXCELLENT,Actual
2024,2024-06-16,4,EXCELLENT,5-Year Avg
2024,2024-06-16,4,EXCELLENT,Actual
2024,2024-06-23,4,EXCELLENT,5-Year Avg
2024,2024-06-23,1,EXCELLENT,Actual
2024,2024-06-30,4,EXCELLENT,5-Year Avg
2024,2024-06-30,1,EXCELLENT,Actual
2024,2024-07-07,4,EXCELLENT,5-Year Avg
2024,2024-07-07,2,EXCELLENT,Actual
2024,2024-07-14,7,EXCELLENT,5-Year Avg
2024,2024-07-14,0,EXCELLENT,Actual
2024,2024-07-21,8,EXCELLENT,5-Year Avg
2024,2024-07-21,4,EXCELLENT,Actual
2024,2024-07-28,8,EXCELLENT,5-Year Avg
2024,2024-07-28,5,EXCELLENT,Actual
2024,2024-08-04,8,EXCELLENT,5-Year Avg
2024,2024-08-04,6,EXCELLENT,Actual
2024,2024-08-11,7,EXCELLENT,5-Year Avg
2024,2024-08-11,3,EXCELLENT,Actual
2024,2024-08-18,8,EXCELLENT,5-Year Avg
2024,2024-08-18,3,EXCELLENT,Actual
2024,2024-08-25,8,EXCELLENT,5-Year Avg
2024,2024-08-25,4,EXCELLENT,Actual
2024,2024-09-01,8,EXCELLENT,5-Year Avg
2024,2024-09-01,1,EXCELLENT,Actual
2024,2024-09-08,10,EXCELLENT,5-Year Avg
2024,2024-09-08,6,EXCELLENT,Actual
2024,2024-09-15,7,EXCELLENT,5-Year Avg
2024,2024-09-15,4,EXCELLENT,Actual
2024,2024-09-22,6,EXCELLENT,5-Year Avg
2024,2024-09-22,2,EXCELLENT,Actual
2024,2024-09-29,5,EXCELLENT,5-Year Avg
2024,2024-09-29,5,EXCELLENT,Actual
2024,2024-10-06,5,EXCELLENT,5-Year Avg
2024,2024-10-06,6,EXCELLENT,Actual
2024,2024-10-13,6,EXCELLENT,5-Year Avg
2024,2024-10-13,8,EXCELLENT,Actual
2024,2024-10-20,6,EXCELLENT,5-Year Avg
2024,2024-10-20,8,EXCELLENT,Actual
2024,2024-10-27,7,EXCELLENT,5-Year Avg
2024,2024-10-27,7,EXCELLENT,Actual
2024,2024-11-03,6,EXCELLENT,Actual
2024,2024-06-09,25,FAIR,5-Year Avg
2024,2024-06-09,22,FAIR,Actual
2024,2024-06-16,23,FAIR,5-Year Avg
2024,2024-06-16,31,FAIR,Actual
2024,2024-06-23,26,FAIR,5-Year Avg
2024,2024-06-23,40,FAIR,Actual
2024,2024-06-30,23,FAIR,5-Year Avg
2024,2024-06-30,31,FAIR,Actual
2024,2024-07-07,28,FAIR,5-Year Avg
2024,2024-07-07,37,FAIR,Actual
2024,2024-07-14,32,FAIR,5-Year Avg
2024,2024-07-14,37,FAIR,Actual
2024,2024-07-21,30,FAIR,5-Year Avg
2024,2024-07-21,36,FAIR,Actual
2024,2024-07-28,27,FAIR,5-Year Avg
2024,2024-07-28,37,FAIR,Actual
2024,2024-08-04,26,FAIR,5-Year Avg
2024,2024-08-04,30,FAIR,Actual
2024,2024-08-11,24,FAIR,5-Year Avg
2024,2024-08-11,27,FAIR,Actual
2024,2024-08-18,25,FAIR,5-Year Avg
2024,2024-08-18,26,FAIR,Actual
2024,2024-08-25,27,FAIR,5-Year Avg
2024,2024-08-25,26,FAIR,Actual
2024,2024-09-01,28,FAIR,5-Year Avg
2024,2024-09-01,30,FAIR,Actual
2024,2024-09-08,27,FAIR,5-Year Avg
2024,2024-09-08,30,FAIR,Actual
2024,2024-09-15,31,FAIR,5-Year Avg
2024,2024-09-15,30,FAIR,Actual
2024,2024-09-22,31,FAIR,5-Year Avg
2024,2024-09-22,36,FAIR,Actual
2024,2024-09-29,30,FAIR,5-Year Avg
2024,2024-09-29,27,FAIR,Actual
2024,2024-10-06,30,FAIR,5-Year Avg
2024,2024-10-06,30,FAIR,Actual
2024,2024-10-13,33,FAIR,5-Year Avg
2024,2024-10-13,32,FAIR,Actual
2024,2024-10-20,32,FAIR,5-Year Avg
2024,2024-10-20,33,FAIR,Actual
2024,2024-10-27,32,FAIR,5-Year Avg
2024,2024-10-27,30,FAIR,Actual
2024,2024-11-03,28,FAIR,Actual
2024,2024-06-09,69,GOOD,5-Year Avg
2024,2024-06-09,71,GOOD,Actual
2024,2024-06-16,69,GOOD,5-Year Avg
2024,2024-06-16,62,GOOD,Actual
2024,2024-06-23,67,GOOD,5-Year Avg
2024,2024-06-23,53,GOOD,Actual
2024,2024-06-30,68,GOOD,5-Year Avg
2024,2024-06-30,44,GOOD,Actual
2024,2024-07-07,62,GOOD,5-Year Avg
2024,2024-07-07,40,GOOD,Actual
2024,2024-07-14,50,GOOD,5-Year Avg
2024,2024-07-14,48,GOOD,Actual
2024,2024-07-21,54,GOOD,5-Year Avg
2024,2024-07-21,39,GOOD,Actual
2024,2024-07-28,56,GOOD,5-Year Avg
2024,2024-07-28,33,GOOD,Actual
2024,2024-08-04,58,GOOD,5-Year Avg
2024,2024-08-04,42,GOOD,Actual
2024,2024-08-11,62,GOOD,5-Year Avg
2024,2024-08-11,51,GOOD,Actual
2024,2024-08-18,57,GOOD,5-Year Avg
2024,2024-08-18,55,GOOD,Actual
2024,2024-08-25,56,GOOD,5-Year Avg
2024,2024-08-25,49,GOOD,Actual
2024,2024-09-01,56,GOOD,5-Year Avg
2024,2024-09-01,49,GOOD,Actual
2024,2024-09-08,55,GOOD,5-Year Avg
2024,2024-09-08,40,GOOD,Actual
2024,2024-09-15,53,GOOD,5-Year Avg
2024,2024-09-15,49,GOOD,Actual
2024,2024-09-22,53,GOOD,5-Year Avg
2024,2024-09-22,48,GOOD,Actual
2024,2024-09-29,56,GOOD,5-Year Avg
2024,2024-09-29,52,GOOD,Actual
2024,2024-10-06,54,GOOD,5-Year Avg
2024,2024-10-06,49,GOOD,Actual
2024,2024-10-13,50,GOOD,5-Year Avg
2024,2024-10-13,46,GOOD,Actual
2024,2024-10-20,48,GOOD,5-Year Avg
2024,2024-10-20,44,GOOD,Actual
2024,2024-10-27,48,GOOD,5-Year Avg
2024,2024-10-27,45,GOOD,Actual
2024,2024-11-03,46,GOOD,Actual
2024,2024-06-09,2,POOR,5-Year Avg
2024,2024-06-09,1,POOR,Actual
2024,2024-06-16,3,POOR,5-Year Avg
2024,2024-06-16,2,POOR,Actual
2024,2024-06-23,2,POOR,5-Year Avg
2024,2024-06-23,5,POOR,Actual
2024,2024-06-30,4,POOR,5-Year Avg
2024,2024-06-30,14,POOR,Actual
2024,2024-07-07,5,POOR,5-Year Avg
2024,2024-07-07,12,POOR,Actual
2024,2024-07-14,9,POOR,5-Year Avg
2024,2024-07-14,13,POOR,Actual
2024,2024-07-21,6,POOR,5-Year Avg
2024,2024-07-21,15,POOR,Actual
2024,2024-07-28,7,POOR,5-Year Avg
2024,2024-07-28,15,POOR,Actual
2024,2024-08-04,6,POOR,5-Year Avg
2024,2024-08-04,15,POOR,Actual
2024,2024-08-11,5,POOR,5-Year Avg
2024,2024-08-11,12,POOR,Actual
2024,2024-08-18,7,POOR,5-Year Avg
2024,2024-08-18,11,POOR,Actual
2024,2024-08-25,7,POOR,5-Year Avg
2024,2024-08-25,13,POOR,Actual
2024,2024-09-01,6,POOR,5-Year Avg
2024,2024-09-01,13,POOR,Actual
2024,2024-09-08,7,POOR,5-Year Avg
2024,2024-09-08,14,POOR,Actual
2024,2024-09-15,8,POOR,5-Year Avg
2024,2024-09-15,10,POOR,Actual
2024,2024-09-22,9,POOR,5-Year Avg
2024,2024-09-22,10,POOR,Actual
2024,2024-09-29,8,POOR,5-Year Avg
2024,2024-09-29,10,POOR,Actual
2024,2024-10-06,9,POOR,5-Year Avg
2024,2024-10-06,10,POOR,Actual
2024,2024-10-13,9,POOR,5-Year Avg
2024,2024-10-13,9,POOR,Actual
2024,2024-10-20,12,POOR,5-Year Avg
2024,2024-10-20,12,POOR,Actual
2024,2024-10-27,10,POOR,5-Year Avg
2024,2024-10-27,12,POOR,Actual
2024,2024-11-03,12,POOR,Actual
2024,2024-06-09,0,VERY POOR,5-Year Avg
2024,2024-06-09,1,VERY POOR,Actual
2024,2024-06-16,1,VERY POOR,5-Year Avg
2024,2024-06-16,1,VERY POOR,Actual
2024,2024-06-23,1,VERY POOR,5-Year Avg
2024,2024-06-23,1,VERY POOR,Actual
2024,2024-06-30,1,VERY POOR,5-Year Avg
2024,2024-06-30,10,VERY POOR,Actual
2024,2024-07-07,1,VERY POOR,5-Year Avg
2024,2024-07-07,9,VERY POOR,Actual
2024,2024-07-14,2,VERY POOR,5-Year Avg
2024,2024-07-14,2,VERY POOR,Actual
2024,2024-07-21,2,VERY POOR,5-Year Avg
2024,2024-07-21,6,VERY POOR,Actual
2024,2024-07-28,2,VERY POOR,5-Year Avg
2024,2024-07-28,10,VERY POOR,Actual
2024,2024-08-04,2,VERY POOR,5-Year Avg
2024,2024-08-04,7,VERY POOR,Actual
2024,2024-08-11,2,VERY POOR,5-Year Avg
2024,2024-08-11,7,VERY POOR,Actual
2024,2024-08-18,3,VERY POOR,5-Year Avg
2024,2024-08-18,5,VERY POOR,Actual
2024,2024-08-25,2,VERY POOR,5-Year Avg
2024,2024-08-25,8,VERY POOR,Actual
2024,2024-09-01,2,VERY POOR,5-Year Avg
2024,2024-09-01,7,VERY POOR,Actual
2024,2024-09-08,1,VERY POOR,5-Year Avg
2024,2024-09-08,10,VERY POOR,Actual
2024,2024-09-15,1,VERY POOR,5-Year Avg
2024,2024-09-15,7,VERY POOR,Actual
2024,2024-09-22,1,VERY POOR,5-Year Avg
2024,2024-09-22,4,VERY POOR,Actual
2024,2024-09-29,1,VERY POOR,5-Year Avg
2024,2024-09-29,6,VERY POOR,Actual
2024,2024-10-06,2,VERY POOR,5-Year Avg
2024,2024-10-06,5,VERY POOR,Actual
2024,2024-10-13,2,VERY POOR,5-Year Avg
2024,2024-10-13,5,VERY POOR,Actual
2024,2024-10-20,2,VERY POOR,5-Year Avg
2024,2024-10-20,3,VERY POOR,Actual
2024,2024-10-27,3,VERY POOR,5-Year Avg
2024,2024-10-27,6,VERY POOR,Actual
2024,2024-11-03,8,VERY POOR,Actual
